scanno	logno	kind	range	cal	coil_type	loc	unit	unit_mul	ch_name	coord_frame
27	27	1	1	1	3024	[0.085196 0.044381 0.034305 -0.476449 0.879202 0.000193 -0.005854 -0.002953 -0.999979 0.879159 0.476428 -0.009833]	112	0	FC5	1
28	28	1	1	1	3024	[0.094345 0.015696 0.029217 -0.334971 0.942192 -0.008272 -0.002644 0.007839 0.999966 0.909126 0.325497 0.259886]	112	0	FT7	1
29	29	1	1	1	3024	[0.095920 -0.009994 0.029217 -0.000240 -0.999999 -0.001439 -0.000806 -0.001439 0.999999 0.999944 -0.000255 0.010539]	112	0	FT9	1
30	30	1	1	1	3024	[0.075635 0.047004 0.074739 0.605747 -0.047584 -0.794233 -0.291680 0.915437 -0.277305 0.745621 0.382349 0.545765]	112	0	F5	1
31	31	1	1	1	3024	[0.063151 0.040164 -0.058569 0.763382 -0.629047 0.146795 -0.241978 -0.489195 -0.837935 0.594584 0.595487 -0.540245]	112	0	CP5	1
32	32	1	1	1	3024	[0.062547 0.066098 -0.019213 -0.724440 0.689322 0.004678 -0.003401 0.003212 -0.999989 0.689337 0.724433 0.003450]	112	0	C3	1
33	33	1	1	1	3024	[-0.091197 -0.017850 -0.020336 -0.009534 0.999700 -0.022572 0.000823 -0.022565 -0.999745 -0.999955 -0.009535 0.000059]	112	0	T10	1
34	34	1	1	1	3024	[-0.090630 0.010133 -0.020336 -0.068559 -0.997636 0.004634 -0.003435 0.004881 0.999982 -0.997647 0.068560 0.000081]	112	0	T8	1
35	35	1	1	1	3024	[-0.085196 0.044381 0.034305 0.002830 0.003985 0.999988 0.466224 0.884653 -0.004845 -0.866446 0.499271 0.000463]	112	0	FC6	1
36	36	1	1	1	3024	[-0.094345 0.015696 0.029217 0.208470 0.978027 -0.001591 -0.000402 -0.001541 -0.999999 -0.978010 0.208476 0.005847]	112	0	FT8	1
37	37	1	1	1	3024	[-0.075635 0.047004 0.074739 -0.277493 -0.912275 0.301251 -0.593861 -0.083606 -0.800212 -0.761974 0.399967 0.509334]	112	0	F6	1
38	38	1	1	1	3024	[-0.095920 -0.009994 0.029217 -0.001473 -0.001639 0.999998 -0.002345 0.999996 0.001636 -0.999996 -0.002504 -0.001477]	112	0	FT10	1
39	39	1	1	1	3024	[-0.089803 0.007706 0.064300 -0.000781 0.999994 0.003338 0.469515 -0.002580 0.882921 -0.879261 -0.002277 0.476334]	112	0	F8	1
40	40	1	1	1	3024	[0.089803 0.007706 0.064300 0.482425 -0.004374 -0.875926 -0.002011 -0.999990 0.003886 0.875880 -0.009039 0.482445]	112	0	F7	1
41	41	1	1	1	3024	[-0.032214 -0.038000 -0.101154 -0.012420 0.999923 -0.000756 -0.945469 -0.011498 0.325510 -0.325928 -0.004763 -0.945383]	112	0	O2	1
42	42	1	1	1	3024	[-0.032051 0.000613 -0.099758 0.020559 -0.970379 -0.240709 0.940224 0.100626 -0.325352 -0.311568 0.222552 -0.923794]	112	0	PO4	1
43	43	1	1	1	3024	[-0.036187 0.032040 -0.084583 -0.221870 -0.794575 -0.565177 0.921046 0.019485 -0.388966 -0.308873 0.607045 -0.732184]	112	0	TP7	1
44	44	1	1	1	3024	[0.000000 -0.038000 -0.106027 -0.003614 -0.999562 -0.029357 0.999981 -0.003761 0.004938 -0.001227 0.029361 -0.999568]	112	0	OZ	1
45	45	1	1	1	3024	[0.000005 0.000012 -0.105025 -0.000649 -0.963025 -0.269410 0.999972 -0.002626 0.006977 -0.003516 0.269410 -0.963019]	112	0	POZ	1
46	46	1	1	1	3024	[0.000005 0.034731 -0.089474 0.001391 0.842972 0.537956 0.999994 -0.002805 0.001809 0.000298 0.537956 -0.842973]	112	0	PZ2	1
47	47	1	1	1	3024	[-0.061283 -0.034000 -0.084835 -0.000129 -0.999892 0.014690 0.819098 -0.008533 -0.573590 -0.574784 -0.011947 -0.818218]	112	0	PO8	1
48	48	1	1	1	3024	[-3.700000e-15 1.070572e-02 1.105000e-01 -1.676593e-02 9.998552e-01 -2.929688e-03 9.998594e-01 1.676601e-02 2.750000e-06 1.079200e-02 3.110892e-03 9.999369e-01]	112	0	FpZ	1
49	49	1	1	1	3024	[0.032164 0.084356 0.080170 0.018484 0.641681 -0.766749 0.971670 -0.192251 -0.137468 0.257373 0.737983 0.623812]	112	0	F1	1
50	50	1	1	1	3024	[-0.034055 0.007706 0.105121 -0.004089 0.999992 0.000127 0.956297 0.003873 0.292371 -0.299330 -0.001345 0.954149]	112	0	Fp2	1
51	51	1	1	1	3024	[0.034055 0.007706 0.105121 -0.000040 1.000000 -0.000680 0.945678 -0.000183 -0.325105 0.245141 0.000669 0.969487]	112	0	Fp1	1
52	52	1	1	1	3024	[0.064872 0.007706 0.089452 -0.000183 1.000000 -0.000482 0.812310 -0.000133 -0.583226 0.553373 0.000502 0.832934]	112	0	AF7	1
53	53	1	1	1	3024	[-6.000000e-16 8.216970e-02 8.464996e-02 -1.763006e-02 -5.799828e-01 8.144379e-01 9.998446e-01 -1.017663e-02 1.439649e-02 1.129196e-02 8.143971e-01 5.801981e-01]	112	0	FZ	1
54	54	1	1	1	3024	[0.045447 0.049977 0.097606 0.889946 -0.006437 -0.456021 -0.149250 0.940732 -0.304547 0.428466 0.354367 0.831168]	112	0	AF3	1
55	55	1	1	1	3024	[-0.063143 0.040170 -0.058571 -0.770175 -0.616210 0.164665 0.227876 -0.506956 -0.831305 -0.598315 0.608510 -0.521283]	112	0	CP6	1
56	56	1	1	1	3024	[0.060687 0.003712 -0.082674 0.824201 -0.143895 0.547710 -0.001441 -0.967708 -0.252069 0.566186 0.228512 -0.791969]	112	0	P7	1
57	57	1	1	1	3024	[-0.064872 0.007706 0.089452 0.818870 -0.000383 0.573979 -0.002907 0.999984 0.004815 -0.573905 0.015479 0.818775]	112	0	AF8	1
58	58	1	1	1	3024	[-7.000000e-16 5.177314e-02 1.061601e-01 2.067426e-03 9.187318e-01 -3.948766e-01 9.998593e-01 -8.471530e-03 -1.447523e-02 1.588658e-02 3.947974e-01 9.186308e-01]	112	0	AFZ	1
59	59	1	1	1	3024	[-0.045447 0.049977 0.097606 -0.157542 -0.933762 0.321355 -0.893837 -0.003504 -0.448378 -0.410183 0.357894 0.838846]	112	0	AF4	1
60	60	1	1	1	3024	[-0.032164 0.084356 0.080170 -0.000129 -0.580165 0.814499 0.970124 0.197534 0.140856 -0.256484 0.787272 0.560730]	112	0	F2	1
61	61	1	1	1	3024	[0.036135 0.031919 -0.084432 -0.202407 0.796254 0.570098 0.928870 -0.028309 0.369323 0.307272 0.604387 -0.735051]	112	0	P3	1
62	62	1	1	1	3024	[0.061291 -0.034000 -0.084829 0.001689 -0.999998 -0.000388 0.823956 0.001172 0.566652 0.573570 0.001287 -0.819155]	112	0	PO7	1
63	63	1	1	1	3024	[0.059183 0.073105 0.064332 -0.713715 0.372299 0.593300 0.413834 -0.459263 0.786014 0.555978 0.816316 0.156576]	112	0	F3	1
64	64	1	1	1	3024	[2.000000e-15 9.612163e-02 4.128942e-02 9.999998e-01 4.490530e-04 4.362250e-04 -4.708710e-04 8.028871e-02 9.967715e-01 -4.250650e-04 9.985669e-01 -5.351599e-02]	112	0	FCZ	1
65	65	3	1	1	0	[0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.0 0.0 0.0 0.0 1.00]	107	0	STIM101	0
